B2,donated,donation_amount,n_negative,n_neutral,n_positive,has_negative,has_positive,positive_rate,negative_rate,dominant_sentiment,n_messages,positive_rate_group,sentiment_combo
20180828-200947_596_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180828-201354_18_live,0,0.0,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180828-201439_804_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180828-202033_549_live,1,2.0,1,6,4,1,1,36.36363636363637,9.090909090909092,neutral,11,25-50%,Позитивный + Негативный
20180828-202206_260_live,1,0.75,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180828-204943_168_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180828-204944_288_live,0,0.0,3,2,5,1,1,50.0,30.0,positive,10,25-50%,Позитивный + Негативный
20180828-212320_295_live,0,0.0,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180828-213210_462_live,0,0.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180828-213210_53_live,1,0.5,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180828-215629_975_live,1,1.0,5,5,1,1,1,9.090909090909092,45.45454545454545,neutral,11,0-25%,Позитивный + Негативный
20180828-220218_164_live,0,0.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180828-220746_854_live,0,0.0,2,7,3,1,1,25.0,16.666666666666664,neutral,12,0-25%,Позитивный + Негативный
20180828-221141_79_live,1,0.01,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180828-224234_567_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180828-230057_631_live,0,0.0,3,7,0,1,0,0.0,30.0,neutral,10,,Только негативный
20180829-010424_398_live,1,0.1,1,4,7,1,1,58.333333333333336,8.333333333333332,positive,12,50-75%,Позитивный + Негативный
20180829-013801_68_live,1,0.05,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180829-023457_929_live,0,0.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180829-024934_543_live,1,1.0,0,2,9,0,1,81.81818181818183,0.0,positive,11,75-100%,Только позитивный
20180829-025613_845_live,1,2.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180829-031039_439_live,0,0.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180829-032426_132_live,1,0.1,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180829-032923_105_live,1,0.3,0,3,8,0,1,72.72727272727273,0.0,positive,11,50-75%,Только позитивный
20180829-034023_393_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180829-041046_968_live,0,0.0,3,8,0,1,0,0.0,27.27272727272727,neutral,11,,Только негативный
20180829-042052_972_live,1,0.05,2,2,6,1,1,60.0,20.0,positive,10,50-75%,Позитивный + Негативный
20180829-043732_518_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180829-045325_336_live,1,0.5,2,6,2,1,1,20.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180829-051330_889_live,0,0.0,0,9,1,0,1,10.0,0.0,neutral,10,0-25%,Только позитивный
20180829-051452_929_live,1,0.25,1,1,8,1,1,80.0,10.0,positive,10,75-100%,Позитивный + Негативный
20180829-051511_813_live,1,0.15,2,6,2,1,1,20.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180829-054652_429_live,0,0.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180829-054846_569_live,1,0.25,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180829-055223_138_live,0,0.0,6,4,0,1,0,0.0,60.0,negative,10,,Только негативный
20180829-055321_359_live,1,1.0,1,9,0,1,0,0.0,10.0,neutral,10,,Только негативный
20180829-055552_578_live,0,0.0,2,3,5,1,1,50.0,20.0,positive,10,25-50%,Позитивный + Негативный
20180829-055930_101_live,1,0.12,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180829-061510_908_live,1,2.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180829-061717_888_live,0,0.0,1,4,6,1,1,54.54545454545454,9.090909090909092,positive,11,50-75%,Позитивный + Негативный
20180829-062941_49_live,1,0.3,1,5,5,1,1,45.45454545454545,9.090909090909092,neutral,11,25-50%,Позитивный + Негативный
20180829-065354_687_live,0,0.0,0,6,6,0,1,50.0,0.0,neutral,12,25-50%,Только позитивный
20180829-065704_482_live,1,0.05,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180829-065854_948_live,0,0.0,5,1,4,1,1,40.0,50.0,negative,10,25-50%,Позитивный + Негативный
20180829-070821_517_live,1,0.05,3,5,2,1,1,20.0,30.0,neutral,10,0-25%,Позитивный + Негативный
20180829-072646_214_live,0,0.0,2,5,4,1,1,36.36363636363637,18.181818181818183,neutral,11,25-50%,Позитивный + Негативный
20180829-073415_966_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180829-074215_511_live,0,0.0,8,2,0,1,0,0.0,80.0,negative,10,,Только негативный
20180829-075322_267_live,1,1.0,3,2,5,1,1,50.0,30.0,positive,10,25-50%,Позитивный + Негативный
20180829-080320_760_live,0,0.0,5,4,1,1,1,10.0,50.0,negative,10,0-25%,Позитивный + Негативный
20180829-081138_317_live,1,0.02,4,6,0,1,0,0.0,40.0,neutral,10,,Только негативный
20180829-081919_384_live,1,1.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180829-082113_449_live,1,0.5,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180829-082505_548_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180829-082832_829_live,1,0.01,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180829-083014_221_live,1,0.5,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180829-083433_500_live,1,1.0,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180829-084042_694_live,0,0.0,0,9,1,0,1,10.0,0.0,neutral,10,0-25%,Только позитивный
20180829-085544_678_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180829-090546_237_live,1,1.0,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180829-092612_565_live,1,1.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180829-093239_896_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180829-094538_696_live,1,1.0,2,7,3,1,1,25.0,16.666666666666664,neutral,12,0-25%,Позитивный + Негативный
20180829-100816_672_live,0,0.0,5,5,0,1,0,0.0,50.0,neutral,10,,Только негативный
20180829-101807_380_live,1,1.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180829-102237_489_live,0,0.0,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180829-114825_64_live,1,1.0,3,2,6,1,1,54.54545454545454,27.27272727272727,positive,11,50-75%,Позитивный + Негативный
20180829-115223_595_live,1,1.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180829-120113_628_live,1,2.0,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180829-122147_798_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180829-123437_970_live,0,0.0,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180829-131217_757_live,1,1.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180829-133047_305_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180829-133221_419_live,1,2.0,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180829-140252_910_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180829-141003_666_live,1,2.0,2,2,6,1,1,60.0,20.0,positive,10,50-75%,Позитивный + Негативный
20180829-141125_448_live,0,0.0,3,4,3,1,1,30.0,30.0,neutral,10,25-50%,Позитивный + Негативный
20180829-143714_241_live,0,0.0,3,7,1,1,1,9.090909090909092,27.27272727272727,neutral,11,0-25%,Позитивный + Негативный
20180829-144704_720_live,1,1.0,2,6,2,1,1,20.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180829-145732_91_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180829-161850_275_live,1,2.0,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180829-212706_883_live,1,1.0,0,1,10,0,1,90.9090909090909,0.0,positive,11,75-100%,Только позитивный
20180829-222938_760_live,1,0.3,2,3,5,1,1,50.0,20.0,positive,10,25-50%,Позитивный + Негативный
20180830-152840_138_live,1,0.1,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180830-153627_498_live,0,0.0,4,5,1,1,1,10.0,40.0,neutral,10,0-25%,Позитивный + Негативный
20180830-153926_427_live,1,0.5,1,9,1,1,1,9.090909090909092,9.090909090909092,neutral,11,0-25%,Позитивный + Негативный
20180830-154221_116_live,1,0.77,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180830-154401_340_live,0,0.0,2,4,4,1,1,40.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180830-154545_725_live,1,0.5,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180830-154613_158_live,1,2.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180830-154623_7_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180830-154630_337_live,1,0.3,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180830-154653_979_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180830-155048_517_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180830-155510_301_live,1,0.75,1,6,6,1,1,46.15384615384615,7.6923076923076925,neutral,13,25-50%,Позитивный + Негативный
20180830-155925_759_live,0,0.0,4,1,5,1,1,50.0,40.0,positive,10,25-50%,Позитивный + Негативный
20180830-160532_624_live,0,0.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180830-160755_786_live,0,0.0,2,3,5,1,1,50.0,20.0,positive,10,25-50%,Позитивный + Негативный
20180830-162916_957_live,1,1.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180830-163555_445_live,0,0.0,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180830-164240_852_live,1,1.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180830-171517_934_live,1,1.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180830-171814_382_live,1,0.5,0,10,0,0,0,0.0,0.0,neutral,10,,Только нейтральный
20180830-173320_897_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180830-173642_791_live,1,1.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180830-174134_253_live,0,0.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180830-174222_391_live,1,0.55,0,7,4,0,1,36.36363636363637,0.0,neutral,11,25-50%,Только позитивный
20180830-174307_818_live,1,1.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180830-174339_981_live,0,0.0,0,11,1,0,1,8.333333333333332,0.0,neutral,12,0-25%,Только позитивный
20180830-174602_584_live,0,0.0,3,3,4,1,1,40.0,30.0,positive,10,25-50%,Позитивный + Негативный
20180830-175159_432_live,1,1.0,2,4,6,1,1,50.0,16.666666666666664,positive,12,25-50%,Позитивный + Негативный
20180830-180642_988_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180830-180646_25_live,1,1.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180830-181256_736_live,0,0.0,5,4,1,1,1,10.0,50.0,negative,10,0-25%,Позитивный + Негативный
20180830-181817_436_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180830-182037_288_live,1,0.5,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180830-182713_515_live,1,1.0,0,3,8,0,1,72.72727272727273,0.0,positive,11,50-75%,Только позитивный
20180830-183859_317_live,1,2.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180830-184045_958_live,1,2.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180830-185013_499_live,1,0.2,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180830-185816_181_live,0,0.0,4,2,5,1,1,45.45454545454545,36.36363636363637,positive,11,25-50%,Позитивный + Негативный
20180830-185954_395_live,1,0.25,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180830-190109_662_live,1,0.5,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180830-191022_810_live,0,0.0,2,7,1,1,1,10.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180830-191620_965_live,1,2.0,1,2,8,1,1,72.72727272727273,9.090909090909092,positive,11,50-75%,Позитивный + Негативный
20180830-191932_932_live,0,0.0,3,6,1,1,1,10.0,30.0,neutral,10,0-25%,Позитивный + Негативный
20180830-192317_46_live,0,0.0,4,3,3,1,1,30.0,40.0,negative,10,25-50%,Позитивный + Негативный
20180830-194021_927_live,1,0.2,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180830-194201_156_live,1,1.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180830-200148_992_live,0,0.0,2,0,8,1,1,80.0,20.0,positive,10,75-100%,Позитивный + Негативный
20180830-201035_956_live,1,0.3,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180830-202306_689_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180830-204841_559_live,1,2.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180830-212956_406_live,0,0.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180830-213219_625_live,1,1.0,0,7,4,0,1,36.36363636363637,0.0,neutral,11,25-50%,Только позитивный
20180830-213440_640_live,1,1.0,2,2,6,1,1,60.0,20.0,positive,10,50-75%,Позитивный + Негативный
20180830-223344_362_live,1,0.3,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180830-225222_66_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180830-232642_468_live,1,2.0,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180830-232824_365_live,1,2.0,2,3,5,1,1,50.0,20.0,positive,10,25-50%,Позитивный + Негативный
20180831-012053_911_live,1,1.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180831-031446_408_live,1,0.1,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180831-040908_90_live,1,1.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180831-043947_465_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180831-051326_212_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180831-052816_178_live,1,0.1,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180831-053018_301_live,1,0.1,4,2,4,1,1,40.0,40.0,neutral,10,25-50%,Позитивный + Негативный
20180831-053123_578_live,0,0.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180831-054654_563_live,1,2.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180831-063536_532_live,1,0.25,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180831-065311_853_live,1,0.2,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180831-070455_353_live,0,0.0,2,7,1,1,1,10.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180831-071300_554_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180831-072612_12_live,0,0.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180831-073753_874_live,1,2.0,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180831-073919_112_live,0,0.0,2,7,1,1,1,10.0,20.0,neutral,10,0-25%,Позитивный + Негативный
20180831-080306_985_live,1,0.2,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180831-081945_112_live,0,0.0,5,3,2,1,1,20.0,50.0,negative,10,0-25%,Позитивный + Негативный
20180831-082733_742_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180831-083027_46_live,1,0.5,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180831-094009_882_live,0,0.0,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180831-094601_58_live,1,0.2,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180831-100313_532_live,1,0.01,1,5,5,1,1,45.45454545454545,9.090909090909092,neutral,11,25-50%,Позитивный + Негативный
20180831-103236_81_live,0,0.0,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180831-111502_257_live,1,1.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180831-115617_21_live,1,1.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180831-120243_533_live,0,0.0,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180831-120603_285_live,1,0.05,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180831-122246_544_live,1,0.25,2,5,3,1,1,30.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180831-130348_981_live,0,0.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180831-131354_977_live,0,0.0,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180831-175558_427_live,1,0.5,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180831-175925_143_live,0,0.0,2,4,4,1,1,40.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180831-180309_707_live,0,0.0,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180831-180355_992_live,0,0.0,5,3,2,1,1,20.0,50.0,negative,10,0-25%,Позитивный + Негативный
20180831-180851_529_live,0,0.0,4,6,0,1,0,0.0,40.0,neutral,10,,Только негативный
20180831-181810_204_live,1,1.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180831-182245_152_live,1,1.5,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180831-182914_929_live,1,1.0,0,7,4,0,1,36.36363636363637,0.0,neutral,11,25-50%,Только позитивный
20180831-183431_357_live,1,0.1,4,6,0,1,0,0.0,40.0,neutral,10,,Только негативный
20180831-184520_110_live,1,0.75,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180831-184944_472_live,1,0.3,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180831-185408_698_live,0,0.0,0,6,5,0,1,45.45454545454545,0.0,neutral,11,25-50%,Только позитивный
20180831-185836_687_live,1,0.5,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180831-190413_38_live,1,1.72,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180831-191015_164_live,0,0.0,3,5,4,1,1,33.33333333333333,25.0,neutral,12,25-50%,Позитивный + Негативный
20180831-191711_71_live,0,0.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180831-191911_779_live,1,1.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180831-191926_666_live,1,1.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180831-193934_858_live,1,1.0,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180831-200600_498_live,1,1.0,0,9,1,0,1,10.0,0.0,neutral,10,0-25%,Только позитивный
20180831-205301_781_live,0,0.0,4,3,3,1,1,30.0,40.0,negative,10,25-50%,Позитивный + Негативный
20180831-211050_995_live,0,0.0,3,3,4,1,1,40.0,30.0,positive,10,25-50%,Позитивный + Негативный
20180831-211130_630_live,0,0.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180831-211837_377_live,0,0.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180831-215137_413_live,0,0.0,2,5,4,1,1,36.36363636363637,18.181818181818183,neutral,11,25-50%,Позитивный + Негативный
20180831-221232_645_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180831-222729_66_live,1,0.05,1,9,2,1,1,16.666666666666664,8.333333333333332,neutral,12,0-25%,Позитивный + Негативный
20180831-223214_28_live,1,0.2,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180831-224726_732_live,0,0.0,3,3,4,1,1,40.0,30.0,positive,10,25-50%,Позитивный + Негативный
20180831-231032_102_live,0,0.0,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180831-231226_976_live,1,0.05,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180901-001137_507_live,1,1.0,0,8,2,0,1,20.0,0.0,neutral,10,0-25%,Только позитивный
20180901-001917_173_live,1,1.0,3,2,5,1,1,50.0,30.0,positive,10,25-50%,Позитивный + Негативный
20180901-003311_274_live,0,0.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180901-004406_582_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180901-020126_11_live,0,0.0,1,6,3,1,1,30.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180901-045936_842_live,1,2.0,1,1,8,1,1,80.0,10.0,positive,10,75-100%,Позитивный + Негативный
20180901-055511_376_live,1,0.4,0,4,7,0,1,63.63636363636363,0.0,positive,11,50-75%,Только позитивный
20180901-060959_922_live,0,0.0,4,6,0,1,0,0.0,40.0,neutral,10,,Только негативный
20180901-061738_750_live,1,0.3,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180901-062656_249_live,1,2.0,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180901-063841_657_live,1,0.2,0,6,4,0,1,40.0,0.0,neutral,10,25-50%,Только позитивный
20180901-064502_492_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180901-071043_291_live,1,0.5,1,8,1,1,1,10.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180901-073405_760_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180901-074748_167_live,0,0.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180901-075346_269_live,1,1.0,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180901-075720_707_live,1,0.5,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180901-081612_655_live,1,1.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180901-082120_803_live,1,0.1,2,4,4,1,1,40.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180901-083851_418_live,1,1.0,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180901-091456_160_live,1,0.2,0,8,3,0,1,27.27272727272727,0.0,neutral,11,25-50%,Только позитивный
20180901-093058_490_live,0,0.0,0,6,5,0,1,45.45454545454545,0.0,neutral,11,25-50%,Только позитивный
20180901-100753_363_live,1,0.5,0,5,5,0,1,50.0,0.0,neutral,10,25-50%,Только позитивный
20180901-101051_687_live,1,0.03,1,3,6,1,1,60.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180901-101814_540_live,1,0.2,3,4,3,1,1,30.0,30.0,neutral,10,25-50%,Позитивный + Негативный
20180901-112714_568_live,1,0.2,0,6,5,0,1,45.45454545454545,0.0,neutral,11,25-50%,Только позитивный
20180901-112814_354_live,0,0.0,1,5,4,1,1,40.0,10.0,neutral,10,25-50%,Позитивный + Негативный
20180901-112824_44_live,1,1.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180901-112903_682_live,1,0.2,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180901-114608_710_live,1,1.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180901-121302_185_live,0,0.0,3,3,4,1,1,40.0,30.0,positive,10,25-50%,Позитивный + Негативный
20180901-121329_807_live,1,1.5,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180901-121417_346_live,0,0.0,2,2,6,1,1,60.0,20.0,positive,10,50-75%,Позитивный + Негативный
20180901-121932_143_live,0,0.0,0,7,6,0,1,46.15384615384615,0.0,neutral,13,25-50%,Только позитивный
20180901-125341_302_live,1,0.2,0,3,7,0,1,70.0,0.0,positive,10,50-75%,Только позитивный
20180901-125737_539_live,1,1.0,2,8,1,1,1,9.090909090909092,18.181818181818183,neutral,11,0-25%,Позитивный + Негативный
20180901-142346_317_live,1,1.0,0,4,6,0,1,60.0,0.0,positive,10,50-75%,Только позитивный
20180901-152528_222_live,1,0.5,0,5,6,0,1,54.54545454545454,0.0,positive,11,50-75%,Только позитивный
20180901-154211_517_live,0,0.0,1,7,2,1,1,20.0,10.0,neutral,10,0-25%,Позитивный + Негативный
20180901-160047_444_live,0,0.0,2,9,1,1,1,8.333333333333332,16.666666666666664,neutral,12,0-25%,Позитивный + Негативный
20180901-161656_635_live,0,0.0,2,4,5,1,1,45.45454545454545,18.181818181818183,positive,11,25-50%,Позитивный + Негативный
20180901-164025_222_live,1,1.0,1,4,5,1,1,50.0,10.0,positive,10,25-50%,Позитивный + Негативный
20180901-170812_961_live,0,0.0,3,5,3,1,1,27.27272727272727,27.27272727272727,neutral,11,25-50%,Позитивный + Негативный
20180901-171431_849_live,0,0.0,0,7,3,0,1,30.0,0.0,neutral,10,25-50%,Только позитивный
20180901-180119_88_live,1,1.0,0,2,8,0,1,80.0,0.0,positive,10,75-100%,Только позитивный
20180901-180231_790_live,0,0.0,0,1,9,0,1,90.0,0.0,positive,10,75-100%,Только позитивный
20180901-180617_95_live,1,0.15,2,4,4,1,1,40.0,20.0,neutral,10,25-50%,Позитивный + Негативный
20180901-182115_809_live,1,1.0,1,2,7,1,1,70.0,10.0,positive,10,50-75%,Позитивный + Негативный
20180901-183912_261_live,0,0.0,2,4,5,1,1,45.45454545454545,18.181818181818183,positive,11,25-50%,Позитивный + Негативный
