B2,n_donated,n_people,total_donation,max_donation,avg_donation,has_donation,donation_rate
20180903-104450_565_live,2,2,0.4,0.3,0.2,1,100.0
20180903-105341_965_live,1,2,0.75,0.75,0.375,1,50.0
20180903-105517_696_live,0,2,0.0,0.0,0.0,0,0.0
20180903-105659_349_live,2,2,0.4,0.2,0.2,1,100.0
20180903-111245_955_live,2,2,1.1,1.0,0.55,1,100.0
20180903-111515_288_live,0,2,0.0,0.0,0.0,0,0.0
20180903-111551_100_live,1,2,1.0,1.0,0.5,1,50.0
20180903-111729_738_live,0,2,0.0,0.0,0.0,0,0.0
20180903-112829_648_live,2,2,1.0,0.5,0.5,1,100.0
20180903-131454_357_live,0,2,0.0,0.0,0.0,0,0.0
20180903-131515_54_live,0,2,0.0,0.0,0.0,0,0.0
20180903-131642_76_live,2,2,2.0,1.0,1.0,1,100.0
20180903-131723_996_live,2,2,0.5,0.3,0.25,1,100.0
20180903-132003_65_live,2,2,2.5,2.0,1.25,1,100.0
20180903-132332_521_live,0,2,0.0,0.0,0.0,0,0.0
20180903-132951_967_live,0,2,0.0,0.0,0.0,0,0.0
20180903-133419_244_live,1,2,0.1,0.1,0.05,1,50.0
20180903-133523_829_live,0,2,0.0,0.0,0.0,0,0.0
20180903-133702_487_live,1,2,1.0,1.0,0.5,1,50.0
20180903-134122_237_live,1,2,0.2,0.2,0.1,1,50.0
20180903-134158_211_live,1,2,0.2,0.2,0.1,1,50.0
20180903-134529_203_live,1,2,1.5,1.5,0.75,1,50.0
20180903-134707_882_live,1,2,0.5,0.5,0.25,1,50.0
20180903-134712_199_live,0,2,0.0,0.0,0.0,0,0.0
20180903-134944_967_live,2,2,1.5,0.75,0.75,1,100.0
20180903-135612_884_live,1,2,1.0,1.0,0.5,1,50.0
20180903-135757_484_live,0,2,0.0,0.0,0.0,0,0.0
20180903-140519_57_live,1,2,0.08,0.08,0.04,1,50.0
20180903-140534_880_live,2,2,1.2,1.0,0.6,1,100.0
20180903-140656_582_live,1,2,2.0,2.0,1.0,1,50.0
20180903-140806_586_live,2,2,0.6,0.3,0.3,1,100.0
20180903-141235_817_live,1,2,0.5,0.5,0.25,1,50.0
20180903-141258_428_live,2,2,3.0,2.0,1.5,1,100.0
20180903-141447_736_live,1,2,0.5,0.5,0.25,1,50.0
20180903-141538_396_live,1,2,0.1,0.1,0.05,1,50.0
20180903-142445_603_live,2,2,1.0,0.5,0.5,1,100.0
20180903-143255_501_live,0,2,0.0,0.0,0.0,0,0.0
20180903-143317_526_live,2,2,2.0,1.0,1.0,1,100.0
20180903-143428_485_live,2,2,0.4,0.2,0.2,1,100.0
20180903-144015_197_live,1,2,1.0,1.0,0.5,1,50.0
20180903-145230_643_live,1,2,1.0,1.0,0.5,1,50.0
20180903-145341_70_live,2,2,3.0,2.0,1.5,1,100.0
20180903-145436_470_live,1,2,0.5,0.5,0.25,1,50.0
20180903-150559_933_live,0,2,0.0,0.0,0.0,0,0.0
20180903-151450_30_live,1,2,1.0,1.0,0.5,1,50.0
20180903-152518_191_live,0,2,0.0,0.0,0.0,0,0.0
20180903-152549_306_live,1,2,0.03,0.03,0.015,1,50.0
20180903-153105_741_live,1,2,0.5,0.5,0.25,1,50.0
20180903-153530_52_live,0,2,0.0,0.0,0.0,0,0.0
20180903-154704_839_live,0,2,0.0,0.0,0.0,0,0.0
20180903-154729_573_live,1,2,0.03,0.03,0.015,1,50.0
20180903-155038_7_live,1,2,1.0,1.0,0.5,1,50.0
20180903-155307_620_live,2,2,0.2,0.1,0.1,1,100.0
20180903-155854_148_live,2,2,1.5,1.0,0.75,1,100.0
20180903-155911_448_live,2,2,2.0,1.0,1.0,1,100.0
20180903-160514_498_live,1,2,0.01,0.01,0.005,1,50.0
20180903-160552_207_live,1,2,0.03,0.03,0.015,1,50.0
20180903-162604_585_live,1,2,1.5,1.5,0.75,1,50.0
20180903-163331_887_live,2,2,2.1,2.0,1.05,1,100.0
20180903-163912_368_live,0,2,0.0,0.0,0.0,0,0.0
20180903-164113_982_live,2,2,2.0,1.0,1.0,1,100.0
20180903-164852_724_live,1,2,0.1,0.1,0.05,1,50.0
20180903-165121_48_live,1,2,0.7,0.7,0.35,1,50.0
20180903-165314_834_live,1,2,0.5,0.5,0.25,1,50.0
20180903-165655_280_live,2,2,0.6000000000000001,0.4,0.30000000000000004,1,100.0
20180903-165804_344_live,0,2,0.0,0.0,0.0,0,0.0
20180903-165930_826_live,2,2,0.8,0.5,0.4,1,100.0
20180903-165952_124_live,1,2,0.5,0.5,0.25,1,50.0
20180903-170041_976_live,0,2,0.0,0.0,0.0,0,0.0
20180903-170455_801_live,2,2,1.15,1.0,0.575,1,100.0
20180903-171103_980_live,0,2,0.0,0.0,0.0,0,0.0
20180903-171704_760_live,1,2,1.0,1.0,0.5,1,50.0
20180903-172009_84_live,1,2,1.0,1.0,0.5,1,50.0
20180903-172112_282_live,0,2,0.0,0.0,0.0,0,0.0
20180903-172533_130_live,0,2,0.0,0.0,0.0,0,0.0
20180903-173114_499_live,2,2,0.6,0.3,0.3,1,100.0
20180903-173808_744_live,0,2,0.0,0.0,0.0,0,0.0
20180903-173912_750_live,1,2,1.7,1.7,0.85,1,50.0
20180903-175250_880_live,1,2,0.75,0.75,0.375,1,50.0
20180903-181230_303_live,1,2,0.5,0.5,0.25,1,50.0
20180903-181838_910_live,1,2,1.0,1.0,0.5,1,50.0
20180903-184438_57_live,2,2,4.0,2.0,2.0,1,100.0
20180903-184453_829_live,1,2,2.0,2.0,1.0,1,50.0
20180903-185128_189_live,0,2,0.0,0.0,0.0,0,0.0
20180903-192449_648_live,2,2,1.2,1.0,0.6,1,100.0
20180903-192755_517_live,1,2,0.5,0.5,0.25,1,50.0
20180903-193748_318_live,0,2,0.0,0.0,0.0,0,0.0
20180903-194245_441_live,0,2,0.0,0.0,0.0,0,0.0
20180903-194345_741_live,0,2,0.0,0.0,0.0,0,0.0
20180903-194537_111_live,2,2,1.0,0.5,0.5,1,100.0
20180903-194720_581_live,2,2,2.0,1.0,1.0,1,100.0
20180903-195933_536_live,2,2,2.0,1.0,1.0,1,100.0
20180903-203212_312_live,2,2,1.2000000000000002,0.8,0.6000000000000001,1,100.0
20180903-212834_390_live,2,2,2.1,2.0,1.05,1,100.0
20180903-213644_620_live,2,2,2.05,2.0,1.025,1,100.0
20180903-214235_952_live,2,2,0.4,0.2,0.2,1,100.0
20180903-215035_42_live,1,2,1.0,1.0,0.5,1,50.0
20180903-221028_490_live,1,2,2.0,2.0,1.0,1,50.0
20180903-224911_659_live,1,2,1.0,1.0,0.5,1,50.0
20180903-225340_198_live,1,2,2.0,2.0,1.0,1,50.0
20180903-231131_77_live,0,2,0.0,0.0,0.0,0,0.0
20180903-233729_555_live,2,2,2.0,1.0,1.0,1,100.0
20180903-235246_719_live,2,2,1.0,0.5,0.5,1,100.0
20180903-235644_695_live,2,2,2.0,1.0,1.0,1,100.0
20180904-001208_706_live,1,2,1.0,1.0,0.5,1,50.0
20180904-004818_580_live,2,2,0.3,0.25,0.15,1,100.0
20180904-012448_306_live,2,2,0.2,0.1,0.1,1,100.0
20180904-012828_299_live,0,2,0.0,0.0,0.0,0,0.0
20180904-024226_703_live,2,2,0.1,0.05,0.05,1,100.0
20180904-025026_901_live,1,2,0.3,0.3,0.15,1,50.0
20180904-030739_178_live,0,2,0.0,0.0,0.0,0,0.0
20180904-032932_423_live,2,2,2.0,1.0,1.0,1,100.0
20180904-043300_214_live,0,2,0.0,0.0,0.0,0,0.0
20180904-045349_715_live,0,2,0.0,0.0,0.0,0,0.0
20180904-050435_387_live,0,2,0.0,0.0,0.0,0,0.0
20180904-051519_852_live,1,2,0.5,0.5,0.25,1,50.0
20180904-052026_52_live,1,2,1.5,1.5,0.75,1,50.0
20180904-053728_415_live,2,2,1.0,0.5,0.5,1,100.0
20180904-054911_684_live,1,2,0.1,0.1,0.05,1,50.0
20180904-055231_835_live,2,2,4.0,2.0,2.0,1,100.0
20180904-060802_653_live,1,2,1.0,1.0,0.5,1,50.0
20180904-062111_628_live,1,2,0.2,0.2,0.1,1,50.0
20180904-064114_258_live,0,2,0.0,0.0,0.0,0,0.0
20180904-065729_541_live,2,2,2.2,2.0,1.1,1,100.0
20180904-073348_848_live,0,2,0.0,0.0,0.0,0,0.0
20180904-073734_888_live,1,2,1.0,1.0,0.5,1,50.0
20180904-075212_668_live,1,2,2.0,2.0,1.0,1,50.0
20180904-080304_646_live,1,2,1.0,1.0,0.5,1,50.0
20180904-082430_252_live,0,2,0.0,0.0,0.0,0,0.0
20180904-083727_564_live,1,2,0.25,0.25,0.125,1,50.0
20180904-090242_588_live,2,2,0.4,0.2,0.2,1,100.0
20180904-090422_355_live,2,2,1.5,1.0,0.75,1,100.0
20180904-091237_363_live,2,2,1.75,1.0,0.875,1,100.0
20180904-093015_67_live,1,2,1.25,1.25,0.625,1,50.0
20180904-100019_870_live,0,2,0.0,0.0,0.0,0,0.0
20180904-102547_933_live,2,2,1.5,1.0,0.75,1,100.0
20180904-110536_308_live,1,2,2.0,2.0,1.0,1,50.0
20180904-133536_2_live,1,2,0.15,0.15,0.075,1,50.0
20180904-135050_839_live,1,2,0.15,0.15,0.075,1,50.0
20180904-151308_935_live,2,2,2.0,1.0,1.0,1,100.0
20180904-151613_546_live,0,2,0.0,0.0,0.0,0,0.0
20180904-151909_144_live,2,2,0.6,0.5,0.3,1,100.0
20180904-152255_763_live,1,2,0.75,0.75,0.375,1,50.0
20180904-152519_728_live,2,2,2.3,2.0,1.15,1,100.0
20180904-153333_396_live,1,2,1.0,1.0,0.5,1,50.0
20180904-153641_72_live,2,2,0.4,0.2,0.2,1,100.0
20180904-154223_473_live,2,2,1.1,1.0,0.55,1,100.0
20180904-154250_98_live,1,2,2.0,2.0,1.0,1,50.0
BAD_20180807-204848_414_live,1,2,50.0,50.0,25.0,1,50.0
BAD_20180808-034739_90_live,0,2,0.0,0.0,0.0,0,0.0
BAD_20180808-041018_801_live,1,2,25.0,25.0,12.5,1,50.0
BAD_20180808-043616_523_live,0,2,0.0,0.0,0.0,0,0.0
BAD_20180808-044211_897_live,0,2,0.0,0.0,0.0,0,0.0
BAD_20180808-050547_490_live,0,2,0.0,0.0,0.0,0,0.0
BAD_20180808-054855_138_live,1,2,0.2,0.2,0.1,1,50.0
BAD_20180808-061511_890_live,0,2,0.0,0.0,0.0,0,0.0
BAD_20180824-020444_983_live,1,2,100.0,100.0,50.0,1,50.0
BAD_20180827-011458_738_live,2,2,100.0,50.0,50.0,1,100.0
BAD_20180827-011514_576_live,1,2,50.0,50.0,25.0,1,50.0
BAD_20180827-013600_477_live,1,2,50.0,50.0,25.0,1,50.0
BAD_20180827-013921_398_live,2,2,50.3,50.0,25.15,1,100.0
BAD_20180827-014220_596_live,2,2,51.0,50.0,25.5,1,100.0
BAD_20180827-014924_437_live,0,2,0.0,0.0,0.0,0,0.0
BAD_20180827-020310_987_live,2,2,51.0,50.0,25.5,1,100.0
BAD_20180827-020402_248_live,1,2,10.0,10.0,5.0,1,50.0
BAD_20180827-025526_603_live,2,2,2.0,1.0,1.0,1,100.0
BAD_20180827-025716_257_live,2,2,100.0,50.0,50.0,1,100.0
BAD_20180827-031024_82_live,2,2,51.0,50.0,25.5,1,100.0
BAD_20180827-032414_31_live,2,2,51.0,50.0,25.5,1,100.0
BAD_20180827-034337_71_live,2,2,100.0,50.0,50.0,1,100.0
BAD_20180827-035930_165_live,2,2,53.0,50.0,26.5,1,100.0
BAD_20180827-041405_104_live,2,2,51.0,50.0,25.5,1,100.0
BAD_20180827-042633_370_live,2,2,51.0,50.0,25.5,1,100.0
BAD_20180827-043450_786_live,2,2,70.0,50.0,35.0,1,100.0
BAD_20180827-062539_765_live,2,2,55.0,50.0,27.5,1,100.0
